,title,author,image,description
1311,Unnatural Exposure,Cornwell Patricia,http://images.amazon.com/images/P/0316639842.01.MZZZZZZZ.jpg,"Dr Kay Scarpetta has begun to think the state of Virginia is the most recent stop on the travels of a psychopath, but before she can properly liaise with colleagues in different states and different countries, another body is found. Like the others it is discovered on a waste site, but Scarpetta sees evidence which makes her doubt it is the work of the same killer. As she follows the forensic footprints the victim's life draws her away from seeing the death as an individual killing, and leads her to face the probability that someone is on the point of releasing the smallpox virus back into a world which believes the disease has been eradicated - a belief which has led to all stocks of the vaccine being destroyed. Could such a mass murderer really exist, and what sort of mind would contemplate releasing such havoc?"
1312,I Know This Much Is True,Wally Lamb,http://images.amazon.com/images/P/0060987561.01.MZZZZZZZ.jpg,"Tells the story of a pair of twins, one plagued by schizophrenia and the other by a promise he made to his dying mother to look after his brother."
1313,"The Subtle Knife (His Dark Materials, Book 2)",PHILIP PULLMAN,http://images.amazon.com/images/P/0375823468.01.MZZZZZZZ.jpg,"HIS DARK MATERIALS IS NOW AN HBO ORIGINAL SERIES STARRING DAFNE KEEN, RUTH WILSON, ANDREW SCOTT, AND LIN-MANUEL MIRANDA! The spellbinding sequel to The Golden Compass, the modern fantasy classic that Entertainment Weekly named an ""All-Time Greatest Novel"" and Newsweek hailed as a ""Top 100 Book of All Time,"" continues the epic adventure, catapulting readers between worlds, and toward a devastating discovery. Lost in a new world, Lyra finds Will—a boy on the run, a murderer—a worthy and welcome ally. For this is a world where soul-eating Specters stalk the streets and witches share the skies with troops of angels. Each is searching—Lyra for the meaning of Dark Matter, Will for his missing father—but what they find instead is a deadly secret, a knife of untold power. And neither Lyra nor Will suspects how tightly their lives, their loves, their destinies are bound together...until they are split apart. A #1 New York Times Bestseller Published in 40 Countries “Just as quick-moving and unputdownable as The Golden Compass. . . . The mysteries deepen and the wonders grow even more extravagant.” —The Washington Post “Pullman’s imagination soars . . . A literary rollercoaster ride you won’t want to miss.”—The Boston Globe “The story gallops with ferocious momentum . . . Devilishly inventive.” —The New York Times Book Review Don't miss Philip Pullman's epic new trilogy set in the world of His Dark Materials! ** THE BOOK OF DUST ** La Belle Sauvage The Secret Commonwealth"
1314,Midnight in the Garden of Good and Evil: A Savannah Story,John Berendt,http://images.amazon.com/images/P/0679429220.01.MZZZZZZZ.jpg,"Shots rang out in Savannah's grandest mansion in the misty,early morning hours of May 2, 1981. Was it murder or self-defense? For nearly a decade, the shooting and its aftermath reverberated throughout this hauntingly beautiful city of moss-hung oaks and shaded squares. John Berendt's sharply observed, suspenseful, and witty narrative reads like a thoroughly engrossing novel, and yet it is a work of nonfiction. Berendt skillfully interweaves a hugely entertaining first-person account of life in this isolated remnant of the Old South with the unpredictable twists and turns of a landmark murder case. It is a spellbinding story peopled by a gallery of remarkable characters: the well-bred society ladies of the Married Woman's Card Club; the turbulent young redneck gigolo; the hapless recluse who owns a bottle of poison so powerful it could kill every man, woman, and child in Savannah; the aging and profane Southern belle who is the ""soul of pampered self-absorption""; the uproariously funny black drag queen; the acerbic and arrogant antiques dealer; the sweet-talking, piano-playing con artist; young blacks dancing the minuet at the black debutante ball; and Minerva, the voodoo priestess who works her magic in the graveyard at midnight. These and other Savannahians act as a Greek chorus, with Berendt revealing the alliances, hostilities, and intrigues that thrive in a town where everyone knows everyone else. Midnight in the Garden of Good and Evil: A Savannah Story is a sublime and seductive reading experience. Brilliantly conceived and masterfully written, this enormously engaging portrait of a most beguiling Southern city is certain to become a modern classic."
1315,"Artemis Fowl (Artemis Fowl, Book 1)",Eoin Colfer,http://images.amazon.com/images/P/0786817070.01.MZZZZZZZ.jpg,"Twelve-year-old Artemis is a millionaire, a genius--and a criminal mastermind. When Artemis kidnaps a fairy, he must go up against his nemesis, Captain Holly Short of the LEPrecon Unit of the Fairy Police."
1316,Pop Goes the Weasel,James Patterson,http://images.amazon.com/images/P/0316693286.01.MZZZZZZZ.jpg,"Detective Alex Cross is in love, but in Washington D. C. he must face a villain he will never forget. Alex Cross is happy, but his happiness is threatened by a series of chilling murders-murders with a pattern so twisted, it leaves investigators reeling. Cross's ingenious pursuit of the killer produces a suspect: a British diplomat named Geoffrey Shafer. But proving that Shafer is the murderer becomes a potentially deadly task. As the diplomat engages in a brilliant series of surprising countermoves, in and out of the courtroom, Alex and his fiancée become hopelessly entangled with the most memorable nemesis Alex Cross has ever faced. Pop Goes the Weasel reveals James Patterson at the peak of his power. Here is a chilling villain no reader will forget, a love story of great tenderness, and a plot of relentless suspense and heart-pounding pace. To read Pop Goes the Weasel is to discover why James Patterson is one of the world's greatest suspense writers."
1317,Full House (Janet Evanovich's Full Series),Janet Evanovich,http://images.amazon.com/images/P/0312983271.01.MZZZZZZZ.jpg,Romantic suspense.
1318,The Green Mile,Stephen King,http://images.amazon.com/images/P/0671032658.01.MZZZZZZZ.jpg,A brutal murderer is sentenced to death and awaits execution.
1319,The Book of Ruth (Oprah's Book Club (Paperback)),Jane Hamilton,http://images.amazon.com/images/P/0385265700.01.MZZZZZZZ.jpg,"Winner of the 1989 PEN/Hemingway Foundation Award for best first novel, this exquisite book confronts real-life issues of alienation and violence from which the author creates a stunning testament to the human capacity for mercy, compassion and love."
1320,Bridget Jones: The Edge of Reason,Helen Fielding,http://images.amazon.com/images/P/0140298479.01.MZZZZZZZ.jpg,"With another devastatingly hilarious, ridiculous, unnervingly accurate take on modern womanhood, Bridget Jones is back. (v.g.) Monday 27 January ""7:15 a.m. Hurrah! The wilderness years are over. For four weeks and five days now have been in functional relationship with adult male, thereby proving am not love pariah as recently feared."" Wednesday 5 March ""7:08 p.m. Am assured, receptive, responsive woman of substance. My sense of self comes not from other people but . . .from . . .myself? That can't be right."" Lurching from the cappuccino bars of Notting Hill to the blissed-out shores of Thailand, everyone's favorite Singleton Bridget Jones begins her search for The Truth in spite of pathetically unevolved men, insane dating theories, and Smug Married advice. She experiences a zeitgeist-esque Spiritual Epiphany somewhere between the pages of How to Find the Love You Want Without Seeking It (can self-help books really help self?), protective custody, and a lightly chilled Chardonnay."
1321,Dolores Claiborne,Stephen King,http://images.amazon.com/images/P/0451177096.01.MZZZZZZZ.jpg,"“Among King’s best.”—San Francisco Chronicle When housekeeper Dolores Claiborne is questioned in the death of her wealthy employer, a long-hidden secret from her past is revealed-—as is the strength of her own will to survive..."
1322,The Hundred Secret Senses,Amy Tan,http://images.amazon.com/images/P/0399141146.01.MZZZZZZZ.jpg,"1962, Chineses American sisters share their memories and feelings."
1323,Tara Road,Maeve Binchy,http://images.amazon.com/images/P/0440235596.01.MZZZZZZZ.jpg,"NEW YORK TIMES BESTSELLER • “A tender novel of the pleasures and pitfalls of friendship Tara Road is an ultramodern love story for women, about women, between women that is sure to delight.”—Newsday New York Times bestselling author Maeve Binchy has captured the hearts of millions with her unforgettable novels. Binchy's graceful storytelling and wise compassion have earned her the devotion of fans worldwide--and made her one of the most beloved authors of our time. Now she dazzles us once again with a new novel filled with her signature warmth, humor, and tender insight. A provocative tale of family heartbreak, friendship, and revelation, Tara Road explores every woman's fantasy: escape, into another place, another life. ""What if . . ."" Binchy asks, and answers in her most astonishing novel to date. Praise for Tara Road “Her best work yet . . . Tara Road is like a total immersion in a colorful new world, where the last page comes too soon.”—Seattle Times “An irresistible tale.”—Elle “Engrossing.”—Wall Street Journal “Difficult to put down!”—Denver Post “One of Binchy's best.”—Kirkus Reviews"
1324,"Girl, Interrupted",SUSANNA KAYSEN,http://images.amazon.com/images/P/0679746048.01.MZZZZZZZ.jpg,"30th ANNIVERSARY EDITION • NATIONAL BESTSELLER • In 1967, after a session with a psychiatrist she'd never seen before, eighteen-year-old Susanna Kaysen was put in a taxi and sent to McLean Hospital. Her memoir of the next two years is a ""poignant, honest ... triumphantly funny ... and heartbreaking story"" (The New York Times Book Review). WITH A NEW INTRODUCTION BY THE AUTHOR The ward for teenage girls in the McLean psychiatric hospital was as renowned for its famous clientele—Sylvia Plath, Robert Lowell, James Taylor, and Ray Charles—as for its progressive methods of treating those who could afford its sanctuary. Kaysen's memoir encompasses horror and razor-edged perception while providing vivid portraits of her fellow patients and their keepers. It is a brilliant evocation of a ""parallel universe"" set within the kaleidoscopically shifting landscape of the late sixties. Girl, Interrupted is a clear-sighted, unflinching document that gives lasting and specific dimension to our definitions of sane and insane, mental illness and recovery."
1325,Lord of the Flies,William Gerald Golding,http://images.amazon.com/images/P/0399501487.01.MZZZZZZZ.jpg,"Golding’s iconic 1954 novel, now with a new foreword by Lois Lowry, remains one of the greatest books ever written for young adults and an unforgettable classic for readers of any age. This edition includes a new Suggestions for Further Reading by Jennifer Buehler. At the dawn of the next world war, a plane crashes on an uncharted island, stranding a group of schoolboys. At first, with no adult supervision, their freedom is something to celebrate. This far from civilization they can do anything they want. Anything. But as order collapses, as strange howls echo in the night, as terror begins its reign, the hope of adventure seems as far removed from reality as the hope of being rescued."
1326,The God of Small Things,Arundhati Roy,http://images.amazon.com/images/P/0060977493.01.MZZZZZZZ.jpg,"The story of the tragic decline of an Indian family whose members suffer the terrible consequences of forbidden love, The God of Small Things is set in the state of Kerala, on the southernmost tip of India. Armed only with the invincible innocence of children, the twins Rahel and Esthappen fashion a childhood for themselves in the shade of the wreck that is their family -- their lonely, lovely mother, Ammu (who loves by night the man her children love by day), their blind grandmother, Mammachi (who plays Handel on her violin), their beloved uncle Chacko (Rhodes scholar, pickle baron, radical Marxist, bottom-pincher), their enemy, Baby Kochamma (ex-nun and incumbent grandaunt), and the ghost of an imperial entomologist's moth (with unusually dense dorsal tufts). When their English cousin and her mother arrive on a Christmas visit, the twins learn that Things Can Change in a Day. That lives can twist into new, ugly shapes, even cease forever. The brilliantly plotted story uncoils with an agonizing sense of foreboding and inevitability. Yet nothing prepares you for what lies at the heart of it."
1327,The Handmaid's Tale,Margaret Atwood,http://images.amazon.com/images/P/0449212602.01.MZZZZZZZ.jpg,"""Splendid."" NEWSWEEK It is the world of the near future, and Offred is a Handmaid in the home of the Commander and his wife. She is allowed out once a day to the food market, she is not permitted to read, and she is hoping the Commander makes her pregnant, because she is only valued if her ovaries are viable. Offred can remember the years before, when she was an independent woman, had a job of her own, a husband and child. But all of that is gone now...everything has changed. ""Deserves the highest praise."" SAN FRANCISCO CHRONICLE From the Paperback edition."
1328,High Fidelity,Nick Hornby,http://images.amazon.com/images/P/1573225517.01.MZZZZZZZ.jpg,"Now a Hulu TV series starring Zoë Kravitz! ""I've always loved Nick Hornby, and the way he writes characters and the way he thinks. It's funny and heartbreaking all at the same time.""—Zoë Kravitz From the bestselling author of About a Boy, A Long Way Down and Dickens and Prince, a wise and hilarious novel about love, heartbreak, and rock and roll. Rob is a pop music junkie who runs his own semi-failing record store. His girlfriend, Laura, has just left him for the guy upstairs, and Rob is both miserable and relieved. After all, could he have spent his life with someone who has a bad record collection? Rob seeks refuge in the company of the offbeat clerks at his store, who endlessly review their top five films; top five Elvis Costello songs; top five episodes of Cheers. Rob tries dating a singer, but maybe it’s just that he’s always wanted to sleep with someone who has a record contract. Then he sees Laura again. And Rob begins to think that life with kids, marriage, barbecues, and soft rock CDs might not be so bad."
1329,The Alchemist: A Fable About Following Your Dream,Paulo Coelho,http://images.amazon.com/images/P/0062502174.01.MZZZZZZZ.jpg,Publisher Description
1330,The Hours: A Novel,Michael Cunningham,http://images.amazon.com/images/P/0312305060.01.MZZZZZZZ.jpg,"The Pulitzer Prize-winning novel becomes a motion picture starring Meryl Streep, Julianne Moore, and Nicole Kidman, directed by Stephen Daldry from a screenplay by David Hare The Hours tells the story of three women: Virginia Woolf, beginning to write Mrs. Dalloway as she recuperates in a London suburb with her husband in 1923; Clarissa Vaughan, beloved friend of an acclaimed poet dying from AIDS, who in modern-day New York is planning a party in his honor; and Laura Brown, in a 1949 Los Angeles suburb, who slowly begins to feel the constraints of a perfect family and home. By the end of the novel, these three stories intertwine in remarkable ways, and finally come together in an act of subtle and haunting grace. The Hours is the winner of the 1999 Pulitzer Prize for Fiction."
1331,Airframe,Michael Crichton,http://images.amazon.com/images/P/0345402871.01.MZZZZZZZ.jpg,"Three passengers are dead. Fifty-six are injured. The interior cabin virtually destroyed. But the pilot manages to land the plane. . . . At a moment when the issue of safety and death in the skies is paramount in the public mind, a lethal midair disaster aboard a commercial twin-jet airliner bound from Hong Kong to Denver triggers a pressured and frantic investigation. AIRFRAME is nonstop reading: the extraordinary mixture of super suspense and authentic information on a subject of compelling interest that has been a Crichton landmark since The Andromeda Strain."
1332,About a Boy,Nick Hornby,http://images.amazon.com/images/P/1573227331.01.MZZZZZZZ.jpg,"A wise, hilarious novel from the beloved, award-winning author of Dickens and Prince, Funny Girl and High Fidelity Will Freeman may have discovered the key to dating success: If the simple fact that they were single mothers meant that gorgeous women – women who would not ordinarily look twice a Will – might not only be willing, but enthusiastic about dating him, then he was really onto something. Single mothers – bright, attractive, available women – thousands of them, were all over London. He just had to find them. SPAT: Single Parents – Alone Together. It was a brilliant plan. And Will wasn’t going to let the fact that he didn’t have a child himself hold him back. A fictional two-year-old named Ned wouldn’t be the first thing he’d invented. And it seems to go quite well at first, until he meets an actual twelve-year-old named Marcus, who is more than Will bargained for…"
1333,The Last Precinct,Patricia Cornwell,http://images.amazon.com/images/P/0425180638.01.MZZZZZZZ.jpg,"In this #1 New York Times bestselling novel, Patricia Cornwell takes her readers deeper into Kay Scarpetta’s heart and soul than ever before…. Thwarting an attack by a suspected serial killer puts Virginia’s Chief Medial Examiner Kay Scarpetta in the harsh glare of the spotlight. As her personal and professional lives come under suspicion, she discovers that the so-called Werewolf murders may have extended to New York City and into the darkest corners of her past. A formidable prosecutor, a female assistant district attorney from New York, is brought into the case—and Scarpetta must struggle to make what she knows to be the truth prevail against mounting and unnerving evidence to the contrary. Tested in every way, she turns inward to ask, Where do you go when there is nowhere left?"
1334,One Door Away from Heaven,Dean R. Koontz,http://images.amazon.com/images/P/0553582755.01.MZZZZZZZ.jpg,"When Micky Bellsong encounters disabled Leilani Klonk and her stepfather, Preston Maddoc, she finally finds some purpose in her troubled life, so when the family disappears, Micky embarks on an arduous mission to find them."
1335,Mystic River,Dennis Lehane,http://images.amazon.com/images/P/0380731851.01.MZZZZZZZ.jpg,"When they were children, Sean Devine, Jimmy Marcus, and Dave Boyle were friends. But then a strange car drove up their street. One boy got in the car, two did not, and something terrible happened -- something that ended their friendship and changed all three boys forever. Twenty-five years later, Sean is a homicide detective. Jimmy is an ex-con. And Dave is trying to hold his marriage together and keep his demons at bay-demons that urge him to do horrific things. When Jimmy's daughter is found murdered, Sean is assigned to the case. His investigation brings him into serious conflict with Jimmy. And then there is Dave, who came home covered in someone else's blood the night Jimmy's daughter died. While Sean attempts to use the law to return peace and order to the neighborhood, Jimmy finds his need for vengeance pushing him ever closer to a moral abyss from which he won't be able to return. A tense and unnerving psychological thriller, Mystic River is also an epic novel of love, loyalty, faith, and family."
1336,Lucky : A Memoir,Alice Sebold,http://images.amazon.com/images/P/0316096199.01.MZZZZZZZ.jpg,"In a memoir hailed for its searing candor and wit, Alice Sebold reveals how her life was utterly transformed when, as an eighteen-year-old college freshman, she was brutally raped and beaten in a park near campus. What propels this chronicle of her recovery is Sebold's indomitable spirit-as she struggles for understanding (""After telling the hard facts to anyone, from lover to friend, I have changed in their eyes""); as her dazed family and friends sometimes bungle their efforts to provide comfort and support; and as, ultimately, she triumphs, managing through grit and coincidence to help secure her attacker's arrest and conviction. In a narrative by turns disturbing, thrilling, and inspiring, Alice Sebold illuminates the experience of trauma victims even as she imparts wisdom profoundly hard-won: ""You save yourself or you remain unsaved."""
1337,Watership Down,Richard George Adams,http://images.amazon.com/images/P/038039586X.01.MZZZZZZZ.jpg,An allegorical tale of survival in which a band of wild rabbits leave their ancestral home to build a more humane society
1338,Cold Mountain : A Novel,CHARLES FRAZIER,http://images.amazon.com/images/P/0375700757.01.MZZZZZZZ.jpg,"Inman, an injured and disillusioned Confederate soldier, embarks on a harrowing journey home to his sweetheart, Ada, who herself is struggling to run the farm left her at her father's sudden death."
1339,The Alienist,Caleb Carr,http://images.amazon.com/images/P/0553572997.01.MZZZZZZZ.jpg,"In 1896 New York, psychologist--or in period terminology, an alienist--Laszlo Kreizler joins forces with journalist John Schuyler Moore to track a vicious serial killer."
1340,"A Child Called \It\"": One Child's Courage to Survive""",Dave Pelzer,http://images.amazon.com/images/P/1558743669.01.MZZZZZZZ.jpg,An autobiographical account that tells the story of a child's abuse at the hands of his alcoholic mother.
1341,Angela's Ashes (MMP) : A Memoir,Frank McCourt,http://images.amazon.com/images/P/0684872153.01.MZZZZZZZ.jpg,"Frank McCourt was born in 1930 in Brooklyn, New York, to Irish immigrant parents, grew up in Limerick, Ireland, and returned to America in 1949. For thirty years he taught in New York City high schools. His first book, ""Angela's Ashes,"" won the Pulitzer Prize, the National Book Critics Circle Award and the ""L.A. Times"" Book Award. In 2006, he won the prestigious Ellis Island Family Heritage Award for Exemplary Service in the Field of the Arts and the United Federation of Teachers John Dewey Award for Excellence in Education. He lives with his wife, Ellen, in New York and Connecticut."
1342,STONES FROM THE RIVER,Ursula Hegi,http://images.amazon.com/images/P/0684844729.01.MZZZZZZZ.jpg,A dwarf becomes the librarian of a small German town. The work makes her privy to many of the town's secrets and she uses them to set people against each other. It's her way of paying them back for the taunts and humiliations.
1343,Sphere,MICHAEL CRICHTON,http://images.amazon.com/images/P/0345353145.01.MZZZZZZZ.jpg,"""A page-turner...Chichton's writing is cinematic, with powerful visual images and nonstop action. This book should come with hot buttered popcorn."" NEWSWEEK A group of American scientists are rushed to a huge vessel that has been discovered resting on the ocean floor in the middle of the South Pacific. What they find defines their imaginations and mocks their attempts at logical explanation. It is a spaceship of phenomenal dimensions, apparently, undamaged by its fall from the sky. And, most startling, it appears to be at least three hundred years old.... ""The suspense is real."" THE NEW YORK TIMES BOOK REVIEW"
1344,Prodigal Summer: A Novel,Barbara Kingsolver,http://images.amazon.com/images/P/0060959037.01.MZZZZZZZ.jpg,"Barbara Kingsolver's fifth novel is a hymn to wildness that celebrates the prodigal spirit of human nature, and of nature itself. It weaves together three stories of human love within a larger tapestry of lives amid the mountains and farms of southern Appalachia. Over the course of one humid summer, this novel's intriguing protagonists face disparate predicaments but find connections to one another and to the flora and fauna with which they necessarily share a place."
1345,Outlander,DIANA GABALDON,http://images.amazon.com/images/P/0440222915.01.MZZZZZZZ.jpg,"When Claire Beauchamp Randall, on holiday with her husband after the long separation of World War II, touches one of the stones in an ancient stone circle in Scotland, she is hurtled backward in time more than 200 years and into a landscape of dangerous political intrigue and unexpected passion that will challenge everything Claire believes about love. Be sure to watch for Gabaldon's newest release--available September 95 from Dell hardcover."
1346,The Last Time They Met : A Novel,Anita Shreve,http://images.amazon.com/images/P/0316781266.01.MZZZZZZZ.jpg,"From the last time Linda and Thomas meet, at a charmless hotel in a distant city, to the moment, thirty-five years earlier, when a chance encounter on a rocky beach binds them fatefully together, this hypnotically compelling novel unfolds a tale of intense passion, drama, and suspense. The Last Time They Met is a singularly ambitious and accomplished work by one of today's most widely celebrated novelists."
1347,Icy Sparks,Gwyn Hyman Rubio,http://images.amazon.com/images/P/0142000205.01.MZZZZZZZ.jpg,"A New York Times Notable Book and the March 2001 selection of Oprah's Book Club® ! Icy Sparks is the sad, funny and transcendent tale of a young girl growing up in the mountains of Eastern Kentucky during the 1950’s. Gwyn Hyman Rubio’s beautifully written first novel revolves around Icy Sparks, an unforgettable heroine in the tradition of Scout in To Kill a Mockingbird or Will Treed in Cold Sassy Tree. At the age of ten, Icy, a bright, curious child orphaned as a baby but raised by adoring grandparents, begins to have strange experiences. Try as she might, her ""secrets""—verbal croaks, groans, and physical spasms—keep afflicting her. As an adult, she will find out she has Tourette’s Syndrome, a rare neurological disorder, but for years her behavior is the source of mystery, confusion, and deep humiliation. Narrated by a grown up Icy, the book chronicles a difficult, but ultimately hilarious and heartwarming journey, from her first spasms to her self-acceptance as a young woman. Curious about life beyond the hills, talented, and energetic, Icy learns to cut through all barriers—physical, mental, and spiritual—in order to find community and acceptance. Along her journey, Icy faces the jeers of her classmates as well as the malevolence of her often-ignorant teachers—including Mrs. Stilton, one of the most evil fourth grade teachers ever created by a writer. Called willful by her teachers and ""Frog Child"" by her schoolmates, she is exiled from the schoolroom and sent to a children’s asylum where it is hoped that the roots of her mysterious behavior can be discovered. Here Icy learns about difference—her own and those who are even more scarred than she. Yet, it isn’t until Icy returns home that she really begins to flower, especially through her friendship with the eccentric and obese Miss Emily, who knows first-hand how it feels to be an outcast in this tightly knit Appalachian community. Under Miss Emily’s tutelage, Icy learns about life’s struggles and rewards, survives her first comical and heartbreaking misadventure with romance, discovers the healing power of her voice when she sings, and ultimately—takes her first steps back into the world. Gwyn Hyman Rubio’s Icy Sparks is a fresh, original, and completely redeeming novel about learning to overcome others’ ignorance and celebrate the differences that make each of us unique."
1348,A Heartbreaking Work of Staggering Genius,Dave Eggers,http://images.amazon.com/images/P/0375725784.01.MZZZZZZZ.jpg,"NATIONAL BESTSELLER • PULITZER PRIZE FINALIST • A ""A beautifully ragged, laugh-out-loud funny and utterly unforgettable book"" (San Francisco Chronicle) that redefines both family and narrative. • From the bestselling author of The Circle. A Heartbreaking Work of Staggering Genius is the moving memoir of a college senior who, in the space of five weeks, loses both of his parents to cancer and inherits his eight-year-old brother. This exhilarating debut that manages to be simultaneously hilarious and wildly inventive as well as a deeply heartfelt story of the love that holds a family together."
1349,Neverwhere,Neil Gaiman,http://images.amazon.com/images/P/0380789019.01.MZZZZZZZ.jpg,"Richard Mayhew is a plain man with a good heart -- and an ordinary life that is changed forever on a day he stops to help a girl he finds bleeding on a London sidewalk. From that moment forward he is propelled into a world he never dreamed existed -- a dark subculture flourish in abandoned subway stations and sewer tunnels below the city -- a world far stranger and more dangerous than the only one he has ever known...Richard Mayhew is a young businessman with a good heart and a dull job. When he stops one day to help a girl he finds bleeding on a London sidewalk, his life is forever altered, for he finds himself propelled into an alternate reality that exists in a subterranean labyrinth of sewer canals and abandoned subway stations below the city. He has fallen through the cracks of reality and has landed somewhere different, somewhere that is Neverwhere."
1350,Violets Are Blue,James Patterson,http://images.amazon.com/images/P/0446611212.01.MZZZZZZZ.jpg,"Detective Alex Cross must confront his most terrifying nemesis ever- and his own deepest fears- in this electrifying thriller from the world's #1 bestselling writer. D.C. Detective Alex Cross has seen a lot of crime scenes. But even he is appalled by the gruesome murders of two joggers in San Francisco's Golden Gate Park-killings that look more like the work of savage beasts than humans. Local police are horrified and even the FBI is baffled. Then, as Cross is called in to take on the case, the carnage takes off, leaving a trail of bodies across America and sweeping him to Savannah, Las Vegas, New Orleans, Los Angeles as his nemesis, the merciless criminal known as the Mastermind, stalks him, taunts him, and once again, threatens everything he holds dear..."
1351,How to Be Good,Nick Hornby,http://images.amazon.com/images/P/1573229326.01.MZZZZZZZ.jpg,"A wise and hilarious novel morality and what it means to be a ""goof person"" from the bestselling author of Dickens and Prince, Just Like you, Funny Girl and High Fidelity. A brutally truthful, compassionate novel about the heart, mind, and soul of a woman who, confronted by her husband’s sudden and extreme spiritual conversion, is forced to learn “how to be good”—whatever that means, and for better or worse… Katie Carr is a good person…sort of. For years her husband’s been selfish, sarcastic, and underemployed. But now David’s changed. He’s become a good person, too—really good. He’s found a spiritual leader. He has become kind, soft-spoken, and earnest. Katie isn’t sure if this is deeply felt conversion, a brain tumor—or David’s most brilliantly vicious manipulation yet. Because she’s finding it more and more difficult to live with David—and with herself."
1352,2nd Chance,James Patterson,http://images.amazon.com/images/P/0316693200.01.MZZZZZZZ.jpg,"The Women's Murder Club returns for another thrilling crime investigation. Will their skills be enough to take down a brutal madman? A brutal madman sprays bullets into a crowd of children leaving a San Francisco church. Miraculously-or was it intentionally?-only one person dies. Then an elderly black woman is hung. Police homicide inspector Lindsay Boxer senses a connection and together with medical examiner Claire, assistant D. A. Jill, and Chronicle reporter Cindy, finds a link that sends a chill through the entire nation. This killer's motives are unspeakable. In this ""inventive"" installment of the Women's Murder Club, James Patterson proves once again why he is the #1 master of the murder mystery (Sunday Times)."
1353,American Gods,Neil Gaiman,http://images.amazon.com/images/P/0380789035.01.MZZZZZZZ.jpg,"Shadow is a man with a past. But now he wants nothing more than to live a quiet life with his wife and stay out of trouble. Until he learns that she's been killed in a terrible accident. Flying home for the funeral, as a violent storm rocks the plane, a strange man in the seat next to him introduces himself. The man calls himself Mr. Wednesday, and he knows more about Shadow than is possible. He warns Shadow that a far bigger storm is coming. And from that moment on, nothing will ever he the same..."
1354,Ender's Game (Ender Wiggins Saga (Paperback)),Orson Scott Card,http://images.amazon.com/images/P/0312853238.01.MZZZZZZZ.jpg,Child-hero Ender Wiggin must fight a desperate battle against a deadly alien race if mankind is to survive.
1355,Into Thin Air : A Personal Account of the Mt. Everest Disaster,JON KRAKAUER,http://images.amazon.com/images/P/0385494785.01.MZZZZZZZ.jpg,"#1 NATIONAL BESTSELLER • The epic account of the storm on the summit of Mt. Everest that claimed five lives and left countless more—including Krakauer's—in guilt-ridden disarray. ""A harrowing tale of the perils of high-altitude climbing, a story of bad luck and worse judgment and of heartbreaking heroism."" —PEOPLE A bank of clouds was assembling on the not-so-distant horizon, but journalist-mountaineer Jon Krakauer, standing on the summit of Mt. Everest, saw nothing that ""suggested that a murderous storm was bearing down."" He was wrong. By writing Into Thin Air, Krakauer may have hoped to exorcise some of his own demons and lay to rest some of the painful questions that still surround the event. He takes great pains to provide a balanced picture of the people and events he witnessed and gives due credit to the tireless and dedicated Sherpas. He also avoids blasting easy targets such as Sandy Pittman, the wealthy socialite who brought an espresso maker along on the expedition. Krakauer's highly personal inquiry into the catastrophe provides a great deal of insight into what went wrong. But for Krakauer himself, further interviews and investigations only lead him to the conclusion that his perceived failures were directly responsible for a fellow climber's death. Clearly, Krakauer remains haunted by the disaster, and although he relates a number of incidents in which he acted selflessly and even heroically, he seems unable to view those instances objectively. In the end, despite his evenhanded and even generous assessment of others' actions, he reserves a full measure of vitriol for himself. This updated trade paperback edition of Into Thin Air includes an extensive new postscript that sheds fascinating light on the acrimonious debate that flared between Krakauer and Everest guide Anatoli Boukreev in the wake of the tragedy. ""I have no doubt that Boukreev's intentions were good on summit day,"" writes Krakauer in the postscript, dated August 1999. ""What disturbs me, though, was Boukreev's refusal to acknowledge the possibility that he made even a single poor decision. Never did he indicate that perhaps it wasn't the best choice to climb without gas or go down ahead of his clients."" As usual, Krakauer supports his points with dogged research and a good dose of humility. But rather than continue the heated discourse that has raged since Into Thin Air's denouncement of guide Boukreev, Krakauer's tone is conciliatory; he points most of his criticism at G. Weston De Walt, who coauthored The Climb, Boukreev's version of events. And in a touching conclusion, Krakauer recounts his last conversation with the late Boukreev, in which the two weathered climbers agreed to disagree about certain points. Krakauer had great hopes to patch things up with Boukreev, but the Russian later died in an avalanche on another Himalayan peak, Annapurna I. In 1999, Krakauer received an Academy Award in Literature from the American Academy of Arts and Letters--a prestigious prize intended ""to honor writers of exceptional accomplishment."" According to the Academy's citation, ""Krakauer combines the tenacity and courage of the finest tradition of investigative journalism with the stylish subtlety and profound insight of the born writer. His account of an ascent of Mount Everest has led to a general reevaluation of climbing and of the commercialization of what was once a romantic, solitary sport; while his account of the life and death of Christopher McCandless, who died of starvation after challenging the Alaskan wilderness, delves even more deeply and disturbingly into the fascination of nature and the devastating effects of its lure on a young and curious mind."""
1356,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,http://images.amazon.com/images/P/0060938455.01.MZZZZZZZ.jpg,Jack the B.
